name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
Julia Becker,024 Thomas Tunnel Suite 105,New Williamville,69773,226.993.5495,Health and safety inspector,10,40.18,0,1,Urban,1,Phone,Buy One Get One,0.8037017473381836
Matthew Hurley,86582 Dennis Trace,New Kenneth,52509,(032)672-8936x567,"Engineer, petroleum",3,336.83,0,1,Surburban,0,Phone,Buy One Get One,1.0426656535908996
Jamie Lynch,695 Michael Freeway Apt. 358,New John,65728,+1-440-124-8868x50977,Bonds trader,9,318.77,0,1,Urban,1,Phone,No Offer,1.278993300587282
Sarah Bray,5219 Stacie Meadows Apt. 011,South Jason,11717,672.190.2285,"Administrator, charities/voluntary organisations",6,29.99,1,0,Rural,1,Phone,No Offer,1.3874786828408197
Andrea Mccarthy,580 Key Wells Suite 738,South Francisco,99407,1392593021,Osteopath,10,42.57,1,0,Rural,1,Web,Buy One Get One,0.9842902820637114
Damon Rodriguez,9197 Butler Locks Suite 722,East Carly,50545,(137)980-4479,"Engineer, petroleum",10,64.99,1,0,Urban,1,Phone,Discount,1.4699862153358365
Ruth Orozco,00675 Kelly River,Fullerton,15382,001-400-150-6895x0429,Paramedic,7,312.91,1,0,Rural,0,Phone,No Offer,1.4133401927505211
Derek Bowman,9695 Beltran Garden,Harmonchester,12698,706.145.8911x37321,Building services engineer,10,153.93,1,0,Urban,1,Web,Buy One Get One,1.9094663087526973
Donna Santos,09202 Francisco Stream,East Deborahport,5696,(956)525-2601x7213,"Surveyor, commercial/residential",9,145.72,0,1,Surburban,0,Phone,No Offer,2.188438218770586
Hector Wilson,534 Michele Well,West Bryanhaven,25222,258-313-4368x590,IT sales professional,3,84.69,1,0,Surburban,0,Web,No Offer,1.9957605591662655
Gary Gomez,094 Holmes Fall,Port Melissaside,5606,309.863.0841x988,Building control surveyor,2,693.13,1,0,Rural,1,Web,No Offer,0.9668270371943958
Joshua Mercado,251 Jones Union,Yuview,4877,(636)565-4076x8232,Airline pilot,2,694.23,1,0,Urban,1,Phone,No Offer,1.3426997705732209
Nicholas Watson,9464 Kaitlyn Gateway,South Courtney,79173,513-905-3021,Technical brewer,4,88.6,0,1,Rural,0,Web,Buy One Get One,2.116650053505258
Elizabeth Austin,37395 Tyler Walk,Jenniferville,30551,901.434.4441x94130,Professor Emeritus,11,36.23,1,0,Urban,0,Phone,Discount,1.6780699112230633
Teresa Graham,239 Alexandra Plaza Suite 204,East Michael,7217,753.919.9656x72620,Catering manager,7,551.43,1,0,Surburban,1,Phone,Buy One Get One,1.4151158697300181
Lydia Melton,3802 Rodriguez Via,Jessicastad,95236,0374638011,Musician,7,29.99,1,0,Urban,0,Phone,No Offer,1.46690651760477
Angela Park,63325 Wright Creek Apt. 833,Lake Susanbury,87144,303-395-1514x72344,Engineering geologist,1,342.73,0,1,Surburban,1,Web,Buy One Get One,0.281915602093722
Jeffery Ball,072 Kristi Flats,New Victoriaburgh,14213,023-978-4242x046,Energy engineer,10,29.99,0,1,Urban,1,Phone,Discount,1.7373009348158364
Sara Carr,634 Baxter Way,Jasonmouth,11838,001-791-752-8876x830,English as a foreign language teacher,11,67.36,1,0,Rural,1,Web,Discount,1.6848350310097624
Peter Mcknight,21572 Kevin Shore Apt. 718,West Anthony,20871,001-464-017-9402x12997,Television/film/video producer,4,67.88,1,0,Surburban,0,Phone,Discount,1.929875938477644
Christy Fields,8595 Julie Streets Suite 707,New Oscar,97605,495.618.3805x3744,Forest/woodland manager,2,1072.77,1,0,Rural,1,Phone,Buy One Get One,0.2572640997397557
Karen Hubbard,2937 Erik Circles,East Maryfort,12218,625.136.2404x48711,Public relations officer,5,523.04,1,0,Urban,1,Phone,Discount,0.9396224072873408
Matthew Todd,943 Omar Mews,Michaelshire,16634,351-075-8592x16405,"Psychologist, prison and probation services",2,200.08,0,1,Urban,1,Phone,No Offer,0.9961313557574918
Bradley Robinson,78595 Mills Inlet Apt. 595,Gibsonfurt,75795,(268)737-0229x773,"Psychologist, educational",7,29.99,1,0,Surburban,0,Phone,Buy One Get One,0.28814952678369177
Heather Silva,8844 Victor Place,Port Nicole,2776,(003)986-5534,"Surveyor, land/geomatics",9,141.58,0,1,Urban,0,Phone,No Offer,0.7948462669434184
Michelle Wilcox,0521 James Plain Apt. 103,Evelynfort,92245,790-487-1829,Politician's assistant,1,362.02,0,1,Urban,0,Multichannel,Discount,1.5784063259490455
David Buchanan,705 Brown Light Suite 171,Russellview,54627,(645)235-2941,Web designer,9,292.46,1,0,Surburban,0,Phone,No Offer,0.6825387284317992
Joyce Carpenter,8626 Brian Pine Apt. 959,Longmouth,39404,(977)333-2775x5925,Theatre stage manager,6,86.17,0,1,Urban,1,Web,No Offer,1.404245470536907
Kevin Myers,441 Daniel Trail Suite 583,West Kirkmouth,61460,775.853.2951,Counsellor,3,81.68,1,0,Rural,0,Phone,Buy One Get One,0.7409363265159495
Jesse Robles,649 Cervantes Shores,New Alicia,37900,640.936.3027x917,"Engineer, civil (contracting)",7,433.35,0,1,Surburban,1,Phone,No Offer,0.9725925567781531
Jennifer Grant,9118 Tammy Cape Apt. 232,New Amy,89160,(770)852-8378x371,Dance movement psychotherapist,10,30.13,1,0,Urban,1,Phone,Discount,2.585589185251959
Teresa Cole,006 Lee Mills Suite 017,East Jacob,67044,085-756-0015x3338,"Teacher, special educational needs",4,427.44,0,1,Surburban,0,Web,No Offer,0.35288424004878616
Patricia Rowe,4251 Jacob Shoals,Patrickside,9832,001-329-321-1765x4188,"Presenter, broadcasting",2,52.21,0,1,Urban,1,Phone,No Offer,1.2612125127710978
Jennifer Ramsey,3672 Cortez Forges,Beckerport,19384,+1-267-495-9097x81740,"Surveyor, land/geomatics",10,133.75,1,0,Urban,1,Phone,Buy One Get One,0.3536176218419058
Jimmy Hamilton,571 Linda Mountain Apt. 105,North Leahmouth,92814,663-468-9105,"Engineer, control and instrumentation",6,91.26,0,1,Surburban,1,Web,No Offer,0.6338938301629532
Marc Harmon,77453 Mitchell Streets Suite 271,Alanmouth,77715,518-943-1765,"Engineer, maintenance",9,317.32,1,1,Surburban,1,Phone,Discount,0.6587534134282826
William Castillo,422 Gilbert Mountains Suite 375,Lake Brandonshire,69674,042-710-5850,"Conservation officer, nature",9,92.35,0,1,Rural,1,Phone,No Offer,0.7172014281825941
Linda Perry,03846 Victoria Green,Haasside,38160,209.520.3820,"Engineer, energy",2,405.79,0,1,Surburban,0,Multichannel,Discount,1.2640946441022405
Tammy Kennedy,08718 Moore Summit,Hardinmouth,96107,204-981-9072x0911,Printmaker,5,102.73,1,0,Rural,0,Phone,Discount,1.7345256388762451
William Krueger,15517 Lauren Stravenue,Michaelborough,34920,(479)968-4091x93352,"Therapist, music",1,888.46,1,1,Urban,1,Web,Discount,0.6644236304075031
Jesse Martinez,10206 Obrien Mall,Lake Pamelafort,29074,626-602-0897,Geochemist,9,213.55,0,1,Surburban,0,Web,No Offer,1.3046742506923616
Amanda Reynolds,1112 Sarah Drive,Lake Emilyview,51870,+1-195-832-1136x9578,Farm manager,3,325.18,1,0,Urban,0,Web,No Offer,1.6793427066668642
Michelle Williamson,056 Raymond Burgs Apt. 470,South Erik,25350,(630)753-7708,Dramatherapist,5,55.01,0,1,Urban,0,Web,Discount,0.7743213385699099
Jon Williams,80577 Little Underpass Suite 386,Carolinehaven,46569,7899242675,Barrister,7,173.1,1,0,Urban,0,Phone,Buy One Get One,1.0361053107088622
Timothy Ferguson,83203 Morse Skyway Suite 516,Barajaston,41204,326-503-5202,Diagnostic radiographer,3,79.67,0,1,Urban,1,Phone,No Offer,0.9347947160647948
Michael Bartlett,4797 Neal Parkways,Matthewburgh,28058,191-308-4914x06750,Quantity surveyor,2,119.42,1,0,Surburban,1,Phone,Discount,1.4115887632207866
Evan Wagner,1149 Timothy Crossing Apt. 361,Lake Jessicaport,75351,(356)424-1083x66055,"Psychologist, sport and exercise",4,100.19,0,1,Surburban,0,Phone,Discount,1.2582413910214314
Alexis Wilson,47809 Phyllis Meadow,Lake Jessicamouth,8711,6415409683,Best boy,10,56.73,0,1,Surburban,0,Phone,No Offer,0.6200308017927822
Robert Bryant,34080 Torres Knoll,Schultzchester,57729,+1-922-005-6810x8376,"Psychologist, counselling",2,178.55,1,0,Urban,0,Web,Discount,2.1363541906713484
Nicolas Logan,006 Misty Crossing,Andreatown,10845,2605908923,"Conservator, furniture",2,72.69,0,1,Urban,1,Phone,Discount,0.6877448057719671
Stephen Klein,897 Sanders Ports Apt. 655,Lake Valerie,59992,831-916-6797x67714,Applications developer,4,149.03,1,0,Rural,1,Web,Buy One Get One,0.9926402547290378
Tricia Walsh,1195 Thompson Grove,Nancyside,60295,001-828-121-4989,Ambulance person,2,29.99,1,0,Surburban,0,Phone,No Offer,0.8550099899241848
Steven Sellers,865 Christina Street,Lake Jenna,22964,001-910-318-4542x8662,"Surveyor, land/geomatics",4,41.99,0,1,Urban,0,Phone,Buy One Get One,1.3004197473645387
Paul Allen,91141 Allen Junctions,Spencermouth,585,987-445-3035,Chartered legal executive (England and Wales),8,479.86,1,0,Rural,0,Phone,Discount,1.7270372214587657
David Richardson,31810 Gray Keys,Christineland,14097,+1-283-799-3425x126,"Engineer, structural",7,112.51,0,1,Surburban,1,Web,Discount,0.9890341649344034
Madeline Calderon,371 Jasmine Flat Apt. 837,Port Ronaldland,10510,071.124.0969x8710,Health physicist,6,54.86,1,0,Surburban,1,Phone,No Offer,2.2259294221695307
Jade Hicks,127 Jennifer Plaza,North Charlesburgh,2719,(340)523-5039,"Scientist, research (physical sciences)",3,187.55,0,1,Surburban,1,Phone,Buy One Get One,1.731600062102875
David Lewis,39691 Barbara Branch Apt. 283,Williamsmouth,12872,(660)548-0116,"Engineer, chemical",9,596.4,1,0,Urban,1,Web,Discount,1.1379857967522586
Brenda Gutierrez,44758 Larry Pike,Paulview,23399,7988142554,Warden/ranger,6,29.99,0,1,Surburban,0,Web,Discount,1.0361839178684784
Shelley Alexander,02796 Lewis Hills,New William,96119,128.279.5596x4788,Theme park manager,2,29.99,0,1,Surburban,0,Web,Buy One Get One,0.5920099769792124
Laura Blair,58682 Robinson Glen Apt. 810,Matthewshire,83059,+1-772-544-8402x22368,"Teacher, primary school",9,597.67,1,0,Surburban,1,Web,No Offer,1.3943841372661263
Miguel Weber,5631 Bishop Stream Apt. 676,Lake Samuel,86240,354-081-0020x185,"Administrator, charities/voluntary organisations",10,43.31,0,1,Surburban,0,Phone,Discount,0.6032622782017685
Robert Ramirez,2804 Allen Springs,Port Elizabethbury,93364,113.595.4337x88742,Acupuncturist,1,119.11,0,1,Rural,0,Web,Buy One Get One,1.119306470405152
Abigail Rogers,611 Wiley Bridge Suite 509,North Sarahside,71517,185-728-9481x99657,"Administrator, sports",8,217.16,0,1,Surburban,1,Web,Discount,0.8907930772300481
Shawn Copeland,3400 Leblanc Flat,Jaymouth,80349,(700)282-6355x89143,Museum/gallery curator,1,81.63,1,0,Surburban,0,Web,Buy One Get One,0.5418199069567551
Christopher Campbell,6019 Austin Camp Apt. 712,Lake Catherine,7280,011.678.6496x042,Quarry manager,3,144.3,0,1,Urban,1,Phone,Discount,1.0350186547317206
Melanie Wilkerson,970 Bishop Mews Suite 082,Sandraburgh,9585,(593)365-8514x4110,"Teacher, adult education",2,772.6,1,1,Surburban,1,Phone,No Offer,0.8799235671863974
Andre Brock,71130 Reid View,North Barry,77237,238.293.9935x259,Agricultural consultant,10,29.99,0,1,Urban,0,Phone,No Offer,0.7813743528723204
Sharon Mitchell,9104 Amanda Center Suite 527,North Marie,37992,+1-327-727-8931,Clinical molecular geneticist,4,262.07,0,1,Rural,0,Web,Discount,1.262828568803
Steven Chapman,85204 Corey Divide Suite 996,Jonesland,96288,+1-863-962-8644x4105,"Pharmacist, community",4,88.41,1,0,Urban,1,Phone,Buy One Get One,1.0075009687009573
Katherine Cox,2245 Parks Gardens Apt. 843,New Kristin,70224,028-158-3708x500,"Editor, film/video",5,266.53,0,1,Surburban,0,Phone,Discount,1.0111221502070402
Bethany Bell,859 Cobb Club,South Daniel,76772,(802)697-9296x803,Warden/ranger,3,37.3,0,1,Urban,0,Phone,Discount,2.316155168992644
John Murphy,81677 Gonzales Fort Suite 181,Brownside,45527,(106)570-5916x74749,Mechanical engineer,10,194.84,1,0,Rural,1,Web,Buy One Get One,0.480834588619984
Daniel Smith,305 Lauren Lane,Smithberg,11480,+1-512-015-3913,Investment analyst,9,375.49,0,1,Urban,0,Multichannel,Discount,0.4390812313579785
Susan Wiley,8920 Stanley Estate,New Calebmouth,39872,001-250-070-1326x9662,"Buyer, retail",5,36.01,0,1,Urban,0,Web,Buy One Get One,1.1799525508379598
Susan Martin,7617 Brian Square,Contrerasstad,68915,+1-170-692-2972x44583,Interior and spatial designer,11,46.44,0,1,Rural,1,Phone,Discount,1.1304723849819611
Cynthia Scott,436 Keller Expressway,Wilkersonborough,60946,001-828-467-5905x766,"Engineer, aeronautical",9,29.99,0,1,Rural,0,Phone,Discount,1.0416923776371203
James Ward,14927 Kent Throughway Apt. 070,Lake Davidmouth,49071,7215111542,Customer service manager,6,221.55,1,0,Surburban,1,Web,Buy One Get One,0.549140193580784
Adam Mcbride,3098 Samuel Harbors,Davidmouth,61018,902.027.9531x68375,"Engineer, electronics",9,307.92,0,1,Rural,0,Web,Discount,0.9574975973309968
Teresa Pearson,097 Amber Spurs Apt. 070,Lake Richard,30244,(584)474-8452,Charity officer,4,36.73,1,0,Surburban,0,Phone,Buy One Get One,0.8286270974587284
Jessica Spears,53727 Thomas Fords Apt. 216,Josephstad,96564,+1-922-491-1801x27121,Interior and spatial designer,12,215.12,1,1,Urban,0,Phone,Discount,1.3951112701432873
Debra Martinez,774 Jenkins Ferry,Jerryside,82834,320-310-5076,Outdoor activities/education manager,2,131.86,0,1,Surburban,0,Web,Buy One Get One,1.3379491711902365
Mark Hamilton,0877 Barker Gardens,New Jessicafurt,35569,+1-653-467-8811,Insurance underwriter,2,551.58,1,0,Urban,1,Web,No Offer,0.6219528934436822
Charles Sanchez,3066 Mikayla Coves Apt. 100,Port Seanport,10862,440.310.0118x54939,Youth worker,10,60.54,0,1,Surburban,1,Phone,Discount,1.1683164098025558
Patricia Brown,591 Natalie Dam Apt. 177,Mandyland,73957,+1-816-725-2404x903,Restaurant manager,4,238.61,1,0,Urban,0,Web,Discount,0.15030704501328418
Matthew Waters,2178 Garcia Mountain,South Nathan,66120,001-851-869-3259x27592,Ranger/warden,2,261.22,1,0,Urban,0,Web,Buy One Get One,0.7506518096412201
Richard George,6705 Angela Forges Suite 038,Lake Thomas,5444,675-869-1628x83513,"Scientist, clinical (histocompatibility and immunogenetics)",10,56.31,1,0,Surburban,0,Phone,Buy One Get One,1.2861484078299554
Tiffany Hunter,9182 Black Wells,Port Alicia,18739,160-328-1678,"Development worker, community",3,29.99,1,0,Urban,0,Phone,Buy One Get One,0.4590265319356214
Kaitlin Thompson,914 Baxter Forge Suite 237,Lake John,23931,+1-269-283-9947x996,"Investment banker, corporate",3,221.25,0,1,Urban,1,Phone,Buy One Get One,1.5301352419087542
