name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
Mary Jenkins,2479 Powell Common Suite 679,New Charlesbury,44886,001-052-144-0017,Claims inspector/assessor,1,567.13,0,1,Rural,1,Phone,No Offer,0.33178987961636164
John Diaz,05257 Jordan Causeway,North Matthewtown,86446,+1-249-430-3349x09365,Gaffer,9,163.17,1,0,Urban,0,Web,Buy One Get One,0.9563598262465106
Travis Grant,078 Garrett Square Apt. 087,Burtonstad,31280,+1-437-635-6396,"Administrator, arts",12,321.47,0,1,Surburban,0,Web,No Offer,0.956517342321896
Michael Moore,11558 Williams Walks Apt. 584,South Bryan,3940,472-716-2241x36827,Building services engineer,3,320.72,1,1,Urban,0,Phone,No Offer,1.3857966960713752
Richard Lam,79034 Liu Road Apt. 522,North Evelyn,56447,871-078-9052x08641,Furniture designer,9,29.99,0,1,Surburban,1,Phone,Buy One Get One,1.4266361734192419
Robert Wright,457 Walker Roads Apt. 090,Morsefurt,98676,993-291-8265,Advertising art director,4,135.66,0,1,Surburban,0,Web,No Offer,0.4860114828959653
James Smith,9121 Brown Summit Apt. 063,East Maria,26866,835.361.2472,"Restaurant manager, fast food",10,435.66,0,1,Surburban,0,Web,Buy One Get One,2.395329804669868
Brandi Walsh,665 Anthony Grove Suite 742,North William,4472,052.204.4941,Operational investment banker,9,29.99,0,1,Urban,1,Web,Buy One Get One,0.9330950323545844
Anne Brown,08661 Robert Locks,Port Matthewberg,20186,537.152.6978,"Engineer, site",9,308.71,1,0,Surburban,0,Phone,Discount,0.8265820970716142
Brandy Odonnell,8626 Brown Burg Apt. 075,Patriciahaven,41608,475.292.8105,Media buyer,6,29.99,1,0,Surburban,0,Phone,Buy One Get One,0.9744954954591848
Diane Barton,318 Figueroa Forest Apt. 410,Hullport,64223,359.421.3825x556,"Administrator, education",2,307.06,1,0,Surburban,1,Phone,Buy One Get One,0.6009579054586522
Jonathan Tucker,992 Hardin Rest Apt. 712,Lopezbury,58375,001-567-389-2874,Health visitor,10,57.87,1,0,Surburban,1,Phone,Discount,0.8207282705973192
Kimberly Jackson,136 Edward Dale Suite 863,Matthewport,60223,340.216.6104x1644,Public house manager,3,88.7,0,1,Urban,1,Web,Buy One Get One,0.8342713489706913
Katie Wells,326 Carolyn Square Apt. 559,Lake Jeffreytown,14508,295.056.0129x06284,"Designer, television/film set",4,216.27,1,1,Surburban,1,Web,No Offer,0.6562349084187631
Laura Rivera,5645 Bryan Hollow,New Williamville,37235,+1-190-896-6708x07577,Forest/woodland manager,12,29.99,1,0,Urban,0,Phone,Buy One Get One,0.5917952731697591
Erica Williams,840 Wilson Burgs Suite 713,Burkemouth,67967,9556091128,Production manager,4,34.1,1,0,Rural,0,Web,Discount,1.688917152767457
Mark Valdez,4919 Raymond Ranch,East Catherineborough,23299,+1-532-877-4004x74987,"Teacher, adult education",1,227.06,0,1,Surburban,0,Multichannel,No Offer,0.3494406831601571
Brittany Parker,0339 Baker Place Suite 822,Allisonview,47595,974.273.5034x17574,Fitness centre manager,3,56.0,1,0,Surburban,1,Phone,Discount,1.9057898002990847
Henry Brady,2608 Rich Mountains,Armstrongfurt,28844,001-485-488-4499,Police officer,7,149.34,1,0,Urban,0,Phone,Discount,1.9742401732951995
Isabella Harris,84837 Joshua Mountain,North Danny,63848,7857722658,Clinical molecular geneticist,10,213.81,0,1,Urban,0,Phone,No Offer,0.6654582779635267
Shirley Flores,16628 Ronald Harbor,South Toddchester,26400,(768)708-5859x73487,Herpetologist,3,84.54,1,0,Urban,0,Phone,No Offer,1.0024679458251964
Mrs. Robin Taylor,27834 Snyder Underpass Suite 567,New Joseph,80689,+1-201-181-0746x19309,Geophysical data processor,10,29.99,0,1,Surburban,0,Phone,No Offer,1.6073370191911898
Lee Myers,83996 Baker Forks Suite 916,Patelport,89994,548-018-6531x9228,Sports development officer,10,29.99,1,0,Rural,1,Phone,Discount,2.2825844500128167
Michael Todd,1467 Megan Terrace,Taraport,16290,(299)644-9365x0787,"Accountant, chartered certified",12,220.88,1,1,Urban,0,Phone,Buy One Get One,0.5343500773760466
Alicia Mccall,597 Chavez Tunnel,Port Matthew,58968,305-685-6554x72067,Public relations officer,7,182.28,0,1,Surburban,0,Phone,Discount,0.2230173406378432
Steven Aguirre,712 Daniel Isle Suite 963,Lake Alexander,89948,666.415.8674x2132,Structural engineer,2,836.65,1,1,Surburban,1,Phone,Buy One Get One,0.6343294174970681
Pamela Rodriguez,80427 Brenda Grove Apt. 455,Reedside,75645,544-172-5861x21400,"Education officer, museum",12,53.84,0,1,Rural,0,Phone,Discount,0.835769822360325
Mary Lane,8581 Hamilton Hollow,Ryantown,9129,719-620-1560,International aid/development worker,5,284.13,1,1,Rural,0,Web,Discount,1.1770595932292132
Beth Gillespie,34249 Rosales Prairie Suite 479,South Laurie,42844,704.805.1623,"Radiographer, therapeutic",6,233.83,1,0,Surburban,0,Multichannel,Discount,0.40610301868563625
Faith Chapman,727 George Freeway,Eduardofort,58109,(702)209-7931x61454,"Development worker, international aid",6,81.04,0,1,Urban,0,Web,No Offer,0.6076701055621394
Jennifer Jackson,6191 Williams Street Suite 636,South Wesley,63771,001-317-971-9663x77393,"Teacher, primary school",3,389.61,0,1,Surburban,1,Phone,Discount,-0.14356998611140104
Yolanda Powers,0449 Morales Plaza Apt. 178,West Lindsay,48681,437-857-6963x36261,Agricultural engineer,4,828.07,1,1,Urban,1,Multichannel,Buy One Get One,0.8652838816412629
Christopher Bowen,66778 Glass Passage Apt. 854,Blanchardfort,95583,001-950-856-8616,Diplomatic Services operational officer,1,103.98,1,0,Surburban,0,Phone,No Offer,0.6966883268068571
Steven Martinez,13951 Bush Knolls,North Patrick,22777,001-049-136-7434x46382,Agricultural engineer,10,77.35,1,0,Rural,1,Web,Discount,1.906086042364504
Christopher Simpson,853 Kelly Pines,Port Christophershire,7014,+1-823-507-6093,Engineering geologist,1,308.69,0,1,Urban,0,Web,Discount,1.7299257548500142
Aaron Miller,0808 Mason Flat,New Dustin,26199,(660)634-5015x9485,Personal assistant,3,92.93,0,1,Surburban,1,Phone,No Offer,0.9205282631367192
Roy Nguyen,49567 Brown Lakes Suite 821,Osborneburgh,73075,+1-140-552-6711x5001,Financial risk analyst,2,218.91,1,0,Surburban,1,Phone,Buy One Get One,1.253480460355152
Gregory Joseph,961 Kimberly Pine,East Johnport,33558,877-699-8563,"Programmer, multimedia",1,202.62,1,0,Rural,1,Web,Discount,0.7190820703583107
Stacey Yu,304 George Village Apt. 582,New Susan,47156,744-642-7367,Public relations officer,9,335.68,1,0,Surburban,0,Multichannel,Discount,1.4271199732018156
Mia Vaughan,141 Simon Loop,Pattonland,23612,9802957541,Astronomer,4,70.14,1,0,Rural,1,Phone,Discount,0.4270094243087729
Christopher Clark,828 Burnett Trace Suite 566,Stephaniechester,95037,+1-491-402-6588x5486,Tour manager,11,29.99,0,1,Surburban,0,Phone,Buy One Get One,0.04822568827005358
Mark Holt,776 Ward Canyon Suite 261,East Catherineville,86416,001-067-200-0667x05000,Regulatory affairs officer,4,229.24,1,0,Surburban,0,Phone,Buy One Get One,1.4522301796970982
Kevin Clarke,70401 Nguyen Brook Apt. 909,Hayeshaven,10951,729-463-6608x30064,Physiotherapist,6,29.99,0,1,Surburban,0,Web,No Offer,0.7744370794797106
Nathan Smith,0905 Lopez Mall,Jimenezstad,62128,001-462-701-9121x5633,Software engineer,6,549.44,1,0,Urban,1,Multichannel,Buy One Get One,2.1386521330209414
Michael Collins,13689 Smith Road Suite 194,Blackstad,64142,+1-797-304-0916x41718,Clothing/textile technologist,9,254.92,0,1,Surburban,0,Phone,Discount,0.0077683758022194516
Gail Howell,8872 Angel Neck Suite 687,Lake Sally,70879,991-332-7080x61401,"Surveyor, insurance",10,39.97,0,1,Rural,0,Phone,Buy One Get One,0.3947241742363865
Maria Lewis,8214 Richard Plains,Graymouth,16511,487.612.1673x54415,Analytical chemist,1,808.69,1,0,Surburban,1,Web,Discount,0.6314032566899375
Gabrielle Guerrero,3441 Jonathan Turnpike Suite 669,Burnsfort,13894,3713848362,"Runner, broadcasting/film/video",9,193.98,1,0,Urban,1,Phone,Discount,0.8472477217133921
Patrick Roberts,691 Vang Parkway Apt. 605,Lake Misty,44891,763.652.0420x45750,Broadcast presenter,2,29.99,0,1,Surburban,0,Web,Buy One Get One,0.8786748812877443
Dean Boyer,759 Deborah Light,Brownberg,24417,556.730.3609,Risk manager,9,56.24,1,0,Urban,1,Web,Discount,1.4832915305867005
Anthony Rodriguez,3127 Gill Crossroad Apt. 650,North Aaron,99342,774-240-3088,Museum education officer,9,29.99,0,1,Urban,0,Web,Discount,0.8316469242257661
Jordan Petersen,5886 Nelson Crest Suite 687,New Michellemouth,68593,001-410-611-7947x905,Medical laboratory scientific officer,7,56.65,1,0,Surburban,1,Web,Discount,1.0993838636197422
Gregory Berry,88196 Anthony Stravenue,East Marvinfort,80313,1243882645,Holiday representative,3,276.08,1,1,Surburban,0,Phone,Discount,0.6925621605802035
William Dean,851 Beth Loaf Suite 970,New Ashleystad,59153,(424)219-3251,Photographer,9,341.24,1,0,Urban,1,Phone,No Offer,0.7953094449616849
Christopher Allen,868 Schultz Vista Apt. 878,East Scott,76332,928-602-2840x00354,"Designer, textile",7,37.47,1,0,Rural,1,Phone,Discount,1.0016057100060458
Brian Jensen,391 Sylvia Road,Chelseahaven,73130,(607)943-2235x2507,Retail merchandiser,2,142.94,1,0,Urban,0,Phone,Buy One Get One,0.3938420310305937
Derek Lopez,1903 Anthony Cliffs,Johnhaven,73051,001-553-700-2028x40414,Theatre stage manager,10,29.99,1,0,Urban,0,Web,Buy One Get One,1.0491040744251767
Katelyn Smith,19808 Danielle Rapid Apt. 315,Danielport,6436,(259)597-0475x63254,Aeronautical engineer,9,29.99,0,1,Surburban,1,Phone,Discount,1.2362954341899886
Christopher Palmer,48969 Gibbs Light,Port Courtney,6813,+1-149-707-3501x944,Firefighter,1,29.99,1,0,Surburban,0,Phone,Discount,0.9988484335098168
Kevin Shields,996 Allen Summit Apt. 350,Lake Dawnfurt,60015,112.772.7009x854,"Teacher, special educational needs",5,63.83,1,0,Surburban,0,Web,Buy One Get One,2.6029768927631425
Mary Jones,333 Shelby Orchard,Williamsbury,73684,+1-426-599-4852x656,Applications developer,1,243.73,1,0,Rural,0,Phone,Discount,1.321742969681475
Tiffany Roth,24221 Tran Corners,Lake Williamstad,68375,8581180895,"Programmer, multimedia",3,295.57,0,1,Urban,0,Web,Buy One Get One,1.263985217266938
Allison Matthews,756 Sandra Pine Apt. 032,Port Joseph,86057,001-390-984-0599,Applications developer,9,101.22,1,0,Surburban,1,Web,Buy One Get One,0.5477029358865904
Kathryn Mann,2572 Tara Point,Port Sydneyberg,58589,(927)931-4929x2994,Telecommunications researcher,6,601.04,0,1,Surburban,1,Multichannel,Buy One Get One,1.1053244023117759
Phyllis Norris,41211 Michael Divide,South Joshua,9403,001-394-230-7406x58133,Television/film/video producer,10,133.84,0,1,Surburban,0,Phone,Buy One Get One,0.9982470349345852
Derek Rollins,512 Jessica Trail,South Michaelberg,17013,096.894.1941x490,Claims inspector/assessor,11,122.4,0,1,Surburban,0,Phone,No Offer,1.1791687002896216
Steven Williams,728 Bradley Keys,Jasonville,9590,(090)389-2124x9502,Dietitian,8,311.33,0,1,Surburban,0,Phone,Discount,1.0431278901469403
Jennifer Bryant,938 Damon Mount Suite 557,Moralesbury,43684,001-772-127-9836x439,Phytotherapist,9,317.83,1,1,Surburban,1,Phone,Buy One Get One,1.1379066516497551
Laura Morales PhD,932 Cheryl Rapid,New Yeseniatown,70840,831.031.9894,Neurosurgeon,1,715.09,1,1,Surburban,1,Multichannel,No Offer,0.36746764824023204
Kathy Smith,1921 Schmidt Ville,South Josephside,90925,313-356-2767,Chief Executive Officer,11,29.99,0,1,Urban,1,Phone,Buy One Get One,-0.04219989273515945
Tyrone Patel,9493 Timothy Alley Apt. 258,Susanville,2339,(181)172-7746,Tax inspector,1,74.63,0,1,Surburban,0,Phone,Buy One Get One,1.0926800109014596
Mr. Marc Morgan,5065 Johnson Valleys,Taylorton,77209,516-137-3364x2891,"Engineer, maintenance",6,29.99,1,0,Surburban,1,Web,No Offer,1.2010738910506071
Amanda Aguirre,420 Mills Trafficway Apt. 174,Bradleyburgh,31559,677-538-0383x4474,"Therapist, sports",4,294.11,1,1,Surburban,1,Phone,Discount,1.1151180443245277
Christopher Perez,9267 Ibarra Ports,Tanyafurt,88329,+1-764-414-8430,Video editor,10,123.74,1,0,Urban,0,Web,Buy One Get One,1.000391491323223
Austin Torres,19276 Mullins Parkways,Bakerport,72627,(115)502-7546x019,"Engineer, maintenance",5,291.98,1,0,Rural,0,Phone,Buy One Get One,1.662741948938455
Richard James,2027 Meyer Avenue Apt. 568,Williamston,22406,001-834-181-5045,Corporate investment banker,3,549.12,1,0,Rural,1,Phone,Buy One Get One,0.5522401249317154
Megan Allen,52056 Moore Field,Port Jacob,70217,(697)855-1110x75825,Chemical engineer,10,72.06,0,1,Urban,0,Web,Discount,1.1910093405848592
Tonya Garcia,550 Krystal Prairie Suite 346,Peggyton,4543,(098)638-6204x649,"Therapist, horticultural",1,467.93,1,0,Surburban,0,Multichannel,No Offer,1.3803588387349133
Joyce Smith,69870 Michael Harbor Apt. 407,West Timothy,92033,(660)052-6660x76695,Hotel manager,8,165.45,1,0,Surburban,1,Web,Discount,1.9386938553806856
Jesus Levy,17136 Sean Plains,Baldwinborough,50515,+1-518-129-1989x77037,Sales promotion account executive,9,35.0,1,0,Urban,1,Web,No Offer,1.3735944507340718
Jessica Long,4586 Christopher Locks Suite 164,Aliciaport,14260,501-868-4251,Legal secretary,7,500.71,0,1,Surburban,1,Multichannel,Buy One Get One,0.793145746851415
Michael Smith,034 Erica Inlet Apt. 883,Cherylborough,15965,+1-675-899-8403x59813,"Nurse, learning disability",4,595.63,1,1,Surburban,1,Web,Discount,0.6656998663928637
Alicia Forbes,2729 Thomas Port Suite 282,West Steven,60997,001-531-027-0931,"Embryologist, clinical",2,1390.72,1,1,Surburban,1,Phone,Discount,2.293168153098798
John Williams,0410 Jeremy Prairie,West Roberthaven,844,001-299-438-2906x63649,Chief Strategy Officer,4,87.18,1,0,Surburban,1,Phone,Discount,0.2642837101280505
Lisa Smith,6601 Ramos Mission,Lesliemouth,81375,842.976.2151x77660,Associate Professor,5,159.87,0,1,Surburban,1,Phone,Buy One Get One,0.9557053990421628
Kimberly Case,30362 Rachel Trace Apt. 720,West Reginaldfort,60087,+1-421-817-7386x303,Broadcast presenter,5,29.99,0,1,Urban,0,Phone,No Offer,0.6109409874703169
Mr. Jacob Shaffer DVM,83337 Newman Mount Apt. 461,South Tyler,39239,(562)022-9065x332,Information officer,2,29.99,1,0,Urban,1,Phone,Discount,1.2315541411636002
Cynthia Chapman,2552 Hess Dam,Samuelmouth,44026,884-936-0752x6670,Forensic scientist,5,29.99,0,1,Urban,1,Web,No Offer,0.9489294936182918
Mary Thompson,88056 Daniel Valley Apt. 292,Port Brandon,62124,+1-480-581-0836x502,Environmental consultant,7,63.4,0,1,Surburban,0,Web,No Offer,0.4012696205904607
Dr. Keith Cook Jr.,622 Bryant Hollow Suite 496,Lake Josephberg,83838,+1-921-922-8122,Geoscientist,10,159.34,0,1,Urban,0,Web,No Offer,2.591542032868316
Joel Brown,89042 Jason Lake,Crystalland,98481,001-633-823-8892x388,Drilling engineer,9,281.56,0,1,Urban,0,Phone,Discount,1.464161177941877
Debra Martin,0089 Mcbride Inlet,Kimberlyburgh,88686,001-720-577-0838,"Administrator, Civil Service",8,43.19,0,1,Surburban,1,Phone,Buy One Get One,1.1175037103326153
Mrs. Jenna Carson,19504 Rebecca Cove,South Jonathan,73588,(621)286-2883x014,Interior and spatial designer,7,41.65,1,0,Rural,1,Phone,Discount,1.5001406832131594
Travis Harris,03897 Henry Key Apt. 885,Nicholaschester,12810,+1-983-271-5873x52030,Facilities manager,3,48.33,0,1,Surburban,0,Web,No Offer,0.8662121204883365
Michael Swanson,601 Powers Dale Apt. 213,North Darlenestad,80954,894.324.8844,"Surveyor, quantity",4,324.42,1,1,Surburban,1,Web,Discount,1.3224424436435365
Mark Henderson,0151 Jacqueline Lights,Port Gregory,70687,001-840-970-7846x6960,International aid/development worker,1,303.19,1,1,Urban,0,Phone,No Offer,0.08483455847995935
David Deleon,0388 Jackson Mountain,Guzmanview,86300,(286)722-7606x786,Medical sales representative,6,410.67,0,1,Rural,0,Phone,Buy One Get One,0.8144617772891719
Danny Tapia,10111 Michael Passage Suite 223,Suarezstad,68131,+1-259-701-3372,Bookseller,4,29.99,0,1,Surburban,1,Phone,Buy One Get One,1.3394048878478493
Rhonda Leblanc,59880 Wright Route,West Johnnyfurt,87396,001-567-492-1514x75772,"Teacher, music",9,257.6,1,1,Urban,1,Phone,No Offer,0.9348848129958
Jennifer Williams,157 Galloway Fords,Lake Coryfurt,20023,034-191-8261x350,Communications engineer,2,29.99,1,0,Urban,0,Web,No Offer,0.5963616856541417
Latoya Duran,841 Brandon Street Suite 061,West Sarah,68049,001-777-030-9596x7947,Associate Professor,7,111.0,0,1,Surburban,0,Web,Buy One Get One,1.627286763277901
Katherine Smith,4439 Michelle Plaza Suite 089,Lake Michaeltown,59532,241-122-0171,Toxicologist,7,188.62,1,0,Urban,0,Web,Discount,2.2298698090105606
Marisa Garrett,523 Michael Row Apt. 519,South Elizabeth,1241,(020)139-4119x9767,Medical technical officer,5,485.89,1,0,Urban,1,Multichannel,Buy One Get One,0.2409069868336351
Gabriella Davis,814 Martinez Falls,Lake James,43552,583-043-3661x973,Cabin crew,3,204.08,1,0,Urban,0,Phone,No Offer,1.3190769665784474
Rebecca Cummings,1100 Edward Loop,Jamesstad,43907,(205)839-8601,Neurosurgeon,3,108.52,1,0,Surburban,1,Phone,Buy One Get One,0.9851184102220668
David Copeland,3678 Tyler View Suite 321,Lake Brettchester,50665,4025762595,"Research officer, political party",11,267.55,1,1,Urban,1,Multichannel,Discount,1.053908372559759
Edward Wells,224 Smith Row Suite 926,Port Emily,98088,866-688-7072x9365,Higher education lecturer,4,158.04,1,0,Surburban,1,Phone,No Offer,1.5245781927879969
Jonathan Reed,917 Holmes Forest,Port Sara,9804,310.499.7245x767,Energy engineer,10,202.91,1,1,Surburban,0,Phone,Discount,1.3638372036052109
Jordan Mora,165 Misty Stream,Vickifurt,58022,001-187-725-2833x78372,"Psychologist, clinical",10,149.22,1,0,Surburban,1,Web,Buy One Get One,1.0775278167792461
Jennifer Duke,23243 Abigail Ports,Christopherville,63694,2916113374,"Surveyor, land/geomatics",6,82.94,1,0,Surburban,1,Phone,Discount,1.0359046414127626
Jacqueline Golden,94872 Meyer Path,Port Brandyburgh,64856,257.681.9851,"Sound technician, broadcasting/film/video",11,703.88,1,1,Urban,1,Web,No Offer,1.37628246504693
Vincent Martinez,1385 Howard Prairie Apt. 097,Tranport,19154,(487)398-7768,Comptroller,3,256.71,1,0,Surburban,1,Phone,No Offer,1.782855024321322
Theresa Hall,91834 Little Plains Apt. 128,Bradleyfort,6189,(007)286-1419x3303,Energy manager,9,180.99,1,0,Surburban,0,Web,Buy One Get One,1.7170878618236352
Keith Henson,72288 Patrick Place,Lake Duaneside,51300,494.419.5768x61636,IT technical support officer,5,1016.41,1,1,Urban,1,Phone,No Offer,0.4115231700830512
Wendy Morgan,043 Cole Lake,Lake Cindyland,60916,9318799657,"Therapist, drama",3,29.99,1,0,Urban,1,Phone,No Offer,1.4959985285452466
Andrew Trujillo,4264 Crawford Ranch Suite 179,Jayborough,68797,001-422-195-1563x3624,"Surveyor, mining",2,487.78,1,0,Urban,1,Multichannel,Buy One Get One,0.6359113460904819
Cassandra Henderson,976 Monique Course Suite 185,West Andrea,72066,001-055-064-6707x978,Audiological scientist,3,160.38,1,0,Surburban,0,Web,Discount,1.2015290848650917
Shane Huff,095 Green Mill Apt. 013,New Joanne,64831,556-796-0164x651,Applications developer,10,45.09,1,0,Urban,1,Phone,Buy One Get One,1.541947344444118
Sherry Miller,21765 Steven Spur Suite 409,West Kelseyshire,79389,001-906-245-2959,Exhibition designer,10,58.76,0,1,Urban,1,Web,No Offer,0.7850507046941337
John Clay,0940 Dixon Fall Suite 789,Destinyfurt,67415,023-332-1246,Insurance risk surveyor,9,411.83,0,1,Rural,0,Multichannel,Buy One Get One,1.5563814288780682
Daniel Johnson,9874 John Haven,Port Samantha,92594,094-313-9315,Exhibition designer,9,120.58,1,0,Urban,0,Web,Discount,1.3781299396975684
Gregory Ramos,8689 Christina Lakes,Jamesland,5268,(950)893-8440x014,Tax adviser,12,161.37,1,0,Surburban,0,Phone,Buy One Get One,0.8763824362772248
Joshua Paul,7202 Heather Summit,Cassidyville,86314,(940)242-4146,"Research officer, trade union",8,191.07,0,1,Urban,0,Phone,Buy One Get One,1.9178674727699807
Stacie Fowler,418 Owen Terrace Suite 762,Brookschester,31969,783.489.2922x5862,Financial manager,6,29.99,0,1,Rural,0,Web,No Offer,0.9344279892299272
Austin Hill,670 Lin Canyon,Jonathanhaven,36863,001-400-238-6099,Site engineer,8,111.55,1,0,Urban,1,Phone,No Offer,1.3546400134636
David Short,324 Kelly Ford,Jenniferchester,9508,001-644-732-0044,"Development worker, international aid",7,40.64,1,0,Surburban,0,Web,No Offer,1.209736273179224
John Wheeler,6827 Ryan Trafficway Apt. 634,Belltown,83554,+1-238-929-5327x4240,Patent examiner,10,29.99,1,0,Urban,1,Phone,Discount,1.292501246946323
Jacqueline Allen,6491 Smith Green Apt. 839,South Steventown,74277,001-990-153-4986,Health physicist,1,54.4,1,0,Rural,0,Phone,Discount,1.3562632749618433
Sarah Miller,658 Anthony Isle,East Jennybury,58103,911.146.4034x737,"Therapist, drama",7,558.2,0,1,Surburban,1,Web,Buy One Get One,1.153576449874751
Mark Jackson,69222 Benjamin Freeway Suite 080,North Linda,69342,001-463-037-1002x028,Farm manager,9,202.03,1,0,Urban,0,Web,Buy One Get One,0.7120147773098184
Mary Garcia,2848 Olson Radial,North Daniel,92042,001-576-365-6301x26928,Industrial buyer,12,91.19,1,0,Surburban,0,Web,Discount,0.1928185101829305
Mary Nielsen,1667 Lance Circles Suite 134,Shawbury,76898,+1-005-097-8989,"Programmer, multimedia",2,29.99,1,0,Surburban,0,Phone,Discount,0.9379436675641942
Brandon Lowe,78550 Nicole Stream Apt. 107,New Christinatown,57291,(106)550-8013,Copy,9,132.37,1,0,Surburban,0,Web,Buy One Get One,0.8114706919059581
Ashley Lewis,9474 Gordon Bridge,Jonmouth,5952,001-230-401-2483x462,Corporate investment banker,9,29.99,0,1,Surburban,0,Web,No Offer,0.7244210304669076
Evan Greene,6390 Adams Path Apt. 609,Charlestown,36084,(623)122-7481,Acupuncturist,3,135.49,1,0,Urban,1,Phone,Buy One Get One,1.922274299134104
Rebecca Orr,76129 Thompson Mill,East Brittanymouth,48264,001-633-255-0911,Youth worker,4,29.99,1,0,Surburban,1,Web,Discount,0.8541280177255937
Randy Flores,72811 Blackwell Wall Suite 136,Atkinshaven,24902,+1-705-123-6541x197,"Programme researcher, broadcasting/film/video",1,46.8,0,1,Urban,1,Web,Discount,1.319217734514798
William Ruiz,45215 Thompson Harbor,Lake Nichole,80799,233.680.0304x2753,Travel agency manager,3,251.57,0,1,Surburban,0,Web,Discount,1.2316306496742104
Charles Wilson,02858 Olson Islands Suite 026,Haydenborough,37455,+1-262-336-3044x5462,Trading standards officer,10,123.64,0,1,Rural,0,Web,Discount,0.6246189930044748
Kyle Gray,00514 Crystal Ville Suite 945,North Steven,74817,+1-999-621-0072x2388,Tourism officer,3,172.17,0,1,Surburban,1,Web,No Offer,1.1462902119198075
Devin Johnson,34836 Melissa Garden Suite 280,East Elizabethchester,56039,+1-760-709-5760x4463,Seismic interpreter,6,100.73,1,0,Surburban,1,Web,No Offer,0.8793618643619511
Melissa Fowler,799 Patricia Springs,Port April,99913,001-512-987-5794x2460,"Buyer, retail",9,177.27,0,1,Surburban,0,Web,Buy One Get One,1.3150952131249938
Jon Johns,00618 Michael Causeway,East Brenda,76131,+1-691-701-6340x546,Site engineer,11,54.37,0,1,Surburban,0,Web,No Offer,0.9996770464264932
Jacob Lutz,38600 Sutton Tunnel,West Amy,43732,001-064-667-8488,"Programmer, systems",7,238.68,0,1,Surburban,0,Web,Discount,1.4912346930566205
Jamie Nguyen,9171 Shaw Loaf,Lake Franciscostad,48240,001-983-911-5027x116,Armed forces training and education officer,11,86.1,0,1,Surburban,0,Phone,No Offer,1.7431381938238717
Cynthia Jackson,92231 Huffman Street,Port Ericaville,21796,+1-100-496-9873x2434,Copy,9,115.86,1,0,Urban,0,Phone,Buy One Get One,0.8588846391984386
